0.312243	0.58034	0	0	0.312243	0.58034	L0	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0
0.71488	0.619889	5.70306	9.58245e-18	0.862916	0.534212	R4.94583	0.859997	0.600045	5.19975	0.00179686	0.227885	0.0197525	3.69409	0.00127057
1.07727	0.554054	5.73042	-0.508937	1.17385	0.481073	L0.0023681	1.11998	0.600225	5.19943	0.00538996	0.187694	0.0311559	3.03176	0.296949
1.27664	0.523762	5.45965	-0.839656	0.969149	0.397513	R0.212791	1.37996	0.600629	5.19898	0.0107781	0.170559	0.0469592	2.62881	0.496934
1.59256	0.517988	5.46983	-0.671352	1.65063	0.62469	L0.00107115	1.6399	0.601347	5.19839	0.0179597	0.154015	0.0561595	2.35441	0.540911
1.8389	0.541908	5.42203	-0.155121	1.62331	0.499091	R0.00745101	1.89982	0.60247	5.19766	0.0269323	0.142779	0.0569168	2.15122	0.499344
2.13232	0.557256	5.42402	-0.0498099	2.18882	0.648739	L0.000578082	2.1597	0.604086	5.19678	0.0376932	0.132593	0.0555879	1.9935	0.463485
2.34734	0.617053	5.2178	0.342891	1.96701	0.557117	R0.0262287	2.41954	0.606284	5.19573	0.0502389	0.126628	0.0521369	1.86476	0.445726
2.61823	0.640654	5.22471	0.385265	2.65526	0.66598	L9.41244e-05	2.67932	0.609155	5.1945	0.0645654	0.12111	0.0502641	1.75814	0.433618
2.88429	0.650151	5.24259	0.363239	2.92034	0.645898	R0.000197621	2.93904	0.612786	5.19309	0.080668	0.116193	0.0491268	1.668	0.420959
3.11922	0.662888	5.20962	0.38276	3.01222	0.637046	L0.000526623	3.19869	0.617267	5.19147	0.0985415	0.113347	0.0488185	1.59038	0.410415
3.40394	0.594903	5.26524	-0.0100504	3.56096	0.485311	R0.00201975	3.45825	0.622685	5.18963	0.11818	0.109648	0.0474233	1.52283	0.394682
3.70997	0.525503	5.3167	-0.373946	3.89365	0.311793	L0.00380026	3.71772	0.62913	5.18754	0.139576	0.105369	0.0538704	1.46353	0.405063
3.9898	0.567762	5.38343	-0.134687	4.19786	0.698311	R0.0136087	3.97708	0.636689	5.18519	0.162724	0.101593	0.0550826	1.41128	0.39834
4.26667	0.56473	5.39402	-0.142332	4.30935	0.578564	L8.09474e-05	4.23632	0.645449	5.18256	0.187614	0.0984602	0.0571506	1.36452	0.39415
4.52541	0.59378	5.33252	-0.0168624	4.61908	0.68951	R0.00570584	4.49542	0.655498	5.17962	0.214238	0.0956279	0.0574467	1.32175	0.385982
4.71503	0.688312	5.19858	0.378511	4.35143	0.899174	L0.00833264	4.75437	0.666921	5.17634	0.242587	0.0932622	0.0559724	1.28229	0.375906
4.96728	0.687411	5.11702	0.320106	5.20901	0.66599	R0.0204096	5.01315	0.679804	5.1727	0.272649	0.0912772	0.054425	1.24623	0.365486
5.27085	0.682733	5.19007	0.255931	5.51894	0.648233	L0.00247773	5.27175	0.694234	5.16867	0.304413	0.088843	0.053039	1.21301	0.355912
5.53052	0.690499	5.24498	0.259064	5.22834	0.639362	R0.0157453	5.53013	0.710295	5.16422	0.337868	0.0865935	0.0518852	1.18243	0.347348
5.82838	0.701899	5.297	0.260524	6.022	0.708619	L0.0014135	5.78828	0.728072	5.15932	0.372999	0.0849583	0.0509559	1.15432	0.339864
6.07078	0.635802	5.19216	0.00448954	5.89392	0.373584	R0.026515	6.04618	0.747647	5.15393	0.409793	0.0831705	0.0552004	1.12781	0.343109
6.32754	0.736871	5.17805	0.320161	6.34249	0.948833	L0.00326007	6.30379	0.769103	5.14803	0.448233	0.081493	0.0544038	1.10304	0.336628
6.57759	0.768395	5.12799	0.380411	6.62134	0.836138	R0.00356888	6.5611	0.792523	5.14157	0.488305	0.0798481	0.0534855	1.07982	0.330276
6.82654	0.764732	5.12063	0.332296	6.78214	0.714036	L0.000246808	6.81808	0.817988	5.13452	0.52999	0.0782531	0.0534764	1.05801	0.326009
7.0684	0.751015	5.00811	0.253394	7.29121	0.630741	R0.0299444	7.07469	0.845578	5.12685	0.573269	0.0767434	0.0556207	1.03772	0.325776
7.28757	0.828331	4.95242	0.440345	7.13735	0.957217	L0.00214892	7.3309	0.875373	5.11851	0.618123	0.0757691	0.0553267	1.01883	0.321511
7.58278	0.841738	5.11942	0.441976	8.08349	0.819605	R0.0623053	7.58668	0.907449	5.10946	0.664531	0.0744075	0.0557309	1.00047	0.318507
7.83536	0.818751	5.11947	0.339324	7.80533	0.719126	L0.000717352	7.84199	0.941886	5.09966	0.712469	0.0731237	0.0593436	0.983075	0.320546
8.08401	0.83745	5.03259	0.34828	8.40453	0.884557	R0.0250305	8.0968	0.978759	5.08907	0.761915	0.0719326	0.0637956	0.966606	0.32408
8.322	0.851742	5.01239	0.352226	8.24796	0.840322	L0.000208226	8.35106	1.01814	5.07766	0.812843	0.070955	0.069511	0.95096	0.329369
8.59318	0.938575	5.1447	0.547716	8.45858	1.41118	R0.0394292	8.60472	1.06011	5.06537	0.865226	0.0698674	0.0717103	0.936089	0.329005
8.83268	0.993931	5.11093	0.638974	8.74615	1.04858	L0.000518772	8.85775	1.10473	5.05216	0.919037	0.0689389	0.0732022	0.921853	0.32763
9.12351	1.03316	5.17374	0.681717	9.8809	1.1419	R0.0624433	9.1101	1.15208	5.03798	0.974245	0.0679565	0.074946	0.908494	0.326651
9.36264	1.0641	5.14219	0.699968	9.25579	1.04913	L0.000430511	9.36172	1.20223	5.0228	1.03082	0.0669788	0.0774699	0.895649	0.326772
9.64299	1.13631	5.18881	0.817614	10.1016	1.52474	R0.0297703	9.61255	1.25524	5.00656	1.08873	0.0662366	0.0789162	0.883644	0.325354
9.91959	1.26009	5.18859	1.0486	10.0484	1.44598	L0.00288196	9.86254	1.31118	4.98922	1.14794	0.066005	0.0782942	0.872237	0.321343
10.1666	1.34773	5.05778	1.16021	10.5377	1.72555	R0.0405672	10.1117	1.37011	4.97074	1.20841	0.065737	0.0773425	0.860799	0.317183
10.3915	1.42695	4.99906	1.25378	10.2492	1.45907	L0.000870503	10.3598	1.4321	4.95106	1.2701	0.0650868	0.0763489	0.849727	0.313101
10.6216	1.50777	4.84277	1.32502	10.9084	1.70343	R0.0437367	10.6069	1.49721	4.93014	1.33298	0.0643101	0.075407	0.839151	0.309165
10.8454	1.53959	4.81178	1.29663	10.7313	1.45265	L0.000929001	10.853	1.56549	4.90794	1.39701	0.0635321	0.0745915	0.828991	0.305773
