0.312243	0.58034	0	0	0.312243	0.58034	L0	0.6	0.6	5.19994	0	0.287757	0.0196602	5.19994	0
0.312243	0.58034	-6.93889e-18	7.89932e-36	0.862916	0.534212	R0	0.859997	0.600045	5.19975	0.00179686	0.437515	0.0196827	5.19984	0.00127057
1.02184	0.499306	0.341591	-3.17579e-18	1.17385	0.481073	L0.0958846	1.11998	0.600225	5.19943	0.00538996	0.361695	0.0604413	5.0884	0.00328026
1.03808	0.499306	0.341591	-5.37014e-19	0.969149	0.397513	R0	1.37996	0.600629	5.19898	0.0107781	0.356845	0.0728455	5.03164	0.00609198
1.36972	0.555844	1.07318	0.0109762	1.65063	0.62469	L0.0176297	1.6399	0.601347	5.19839	0.0179597	0.341278	0.0682589	4.86388	0.00628042
1.42064	0.556367	1.07318	0.0110575	1.62331	0.499091	R0	1.89982	0.60247	5.19766	0.0269323	0.36787	0.065092	4.74865	0.00865282
1.82449	0.588901	2.22566	0.0948966	2.18882	0.648739	L0.0230871	2.1597	0.604086	5.19678	0.0376932	0.363384	0.0605361	4.53755	0.0230572
1.93003	0.593426	2.22562	0.0958665	1.96701	0.557117	R0	2.41954	0.606284	5.19573	0.0502389	0.381438	0.0568086	4.37246	0.0269335
2.3396	0.626909	3.19348	0.268672	2.65526	0.66598	L0.0171628	2.67932	0.609155	5.1945	0.0645654	0.377031	0.0538856	4.17601	0.0726197
2.49245	0.639865	3.19321	0.271897	2.92034	0.645898	R0	2.93904	0.612786	5.19309	0.080668	0.384555	0.0518326	4.01187	0.0916684
2.82037	0.640875	3.7001	0.195356	3.01222	0.637046	L0.00582832	3.19869	0.617267	5.19147	0.0985415	0.383992	0.0499304	3.85151	0.0921482
3.00069	0.650462	3.70003	0.196722	3.56096	0.485311	R0	3.45825	0.622685	5.18963	0.11818	0.390652	0.0484726	3.71252	0.091092
3.50648	0.442125	4.39313	-0.983119	3.89365	0.311793	L0.0283194	3.71772	0.62913	5.18754	0.139576	0.379872	0.0697059	3.57368	0.323445
3.72291	0.393025	4.3871	-1.0097	4.19786	0.698311	R0	3.97708	0.636689	5.18519	0.162724	0.372304	0.0935561	3.45028	0.44196
4.09942	0.489874	4.83068	-0.446714	4.30935	0.578564	L0.00876076	4.23632	0.645449	5.18256	0.187614	0.361412	0.098908	3.33453	0.457309
4.33884	0.46759	4.83021	-0.451719	4.61908	0.68951	R0	4.49542	0.655498	5.17962	0.214238	0.352119	0.106669	3.22982	0.473054
4.49481	0.700038	4.6114	0.43393	4.35143	0.899174	L0.0124215	4.75437	0.666921	5.17634	0.242587	0.347358	0.103795	3.13638	0.46127
4.7238	0.722414	4.60806	0.468091	5.20901	0.66599	R0	5.01315	0.679804	5.1727	0.272649	0.344391	0.101369	3.05092	0.450634
5.16465	0.694912	5.047	0.364756	5.51894	0.648233	L0.0120091	5.27175	0.694234	5.16867	0.304413	0.336105	0.0986659	2.96968	0.438834
5.4155	0.713642	5.04514	0.389639	5.22834	0.639362	R0	5.53013	0.710295	5.16422	0.337868	0.328596	0.0961705	2.89461	0.427879
5.79344	0.71837	5.29297	0.363233	6.022	0.708619	L0.00447941	5.78828	0.728072	5.15932	0.372999	0.320679	0.0938767	2.825	0.417573
6.05661	0.736917	5.29158	0.383005	5.89392	0.373584	R0	6.04618	0.747647	5.15393	0.409793	0.313314	0.0917468	2.7602	0.408012
6.32535	0.855375	5.27071	0.754545	6.34249	0.948833	L0.00173175	6.30379	0.769103	5.14803	0.448233	0.30646	0.0915156	2.69965	0.404123
6.58738	0.894051	5.26397	0.800217	6.62134	0.836138	R0	6.5611	0.792523	5.14157	0.488305	0.300055	0.0919545	2.64293	0.400704
6.83047	0.823406	5.25224	0.462029	6.78214	0.714036	L0.00235856	6.81808	0.817988	5.13452	0.52999	0.294004	0.0901032	2.58964	0.392844
7.09183	0.846848	5.25069	0.479384	7.29121	0.630741	R0	7.07469	0.845578	5.12685	0.573269	0.288314	0.0883538	2.53947	0.385655
7.2808	0.918064	5.10596	0.657114	7.13735	0.957217	L0.00193354	7.3309	0.875373	5.11851	0.618123	0.283089	0.0870906	2.492	0.37852
7.53495	0.951544	5.10204	0.686844	8.08349	0.819605	R0	7.58668	0.907449	5.10946	0.664531	0.278159	0.0859263	2.44709	0.371723
7.79894	0.855652	5.13082	0.304169	7.80533	0.719126	L0.0031651	7.84199	0.941886	5.09966	0.712469	0.273438	0.0859369	2.40454	0.373044
8.05455	0.870847	5.13077	0.305064	8.40453	0.884557	R0	8.0968	0.978759	5.08907	0.761915	0.268953	0.0867591	2.36413	0.376139
8.29084	0.86515	5.09481	0.245822	8.24796	0.840322	L0.000212244	8.35106	1.01814	5.07766	0.812843	0.2648	0.0896626	2.32569	0.383781
8.54477	0.877345	5.09496	0.242836	8.45858	1.41118	R0	8.60472	1.06011	5.06537	0.865226	0.260845	0.0939787	2.28907	0.393434
8.78044	0.963434	5.05807	0.453769	8.74615	1.04858	L0.00116042	8.85775	1.10473	5.05216	0.919037	0.257215	0.0957568	2.25412	0.395802
9.03261	0.986341	5.05709	0.464501	9.8809	1.1419	R0	9.1101	1.15208	5.03798	0.974245	0.253753	0.0985272	2.22073	0.399618
9.27516	1.02767	5.03644	0.524495	9.25579	1.04913	L9.17255e-05	9.36172	1.20223	5.0228	1.03082	0.250529	0.101493	2.18877	0.403059
9.52633	1.05418	5.03498	0.538271	10.1016	1.52474	R0	9.61255	1.25524	5.00656	1.08873	0.247442	0.105535	2.15817	0.407873
9.85919	1.23711	5.15178	0.97263	10.0484	1.44598	L0.00759207	9.86254	1.31118	4.98922	1.14794	0.244076	0.104809	2.12897	0.403354
10.116	1.28658	5.14454	1.01022	10.5377	1.72555	R0	10.1117	1.37011	4.97074	1.20841	0.240844	0.104304	2.10096	0.399308
10.3321	1.39093	5.04414	1.18026	10.2492	1.45907	L0.00109465	10.3598	1.4321	4.95106	1.2701	0.237778	0.103169	2.0739	0.394418
10.5835	1.45096	5.03337	1.22538	10.9084	1.70343	R0	10.6069	1.49721	4.93014	1.33298	0.234816	0.102134	2.04788	0.389828
10.8028	1.48981	4.96971	1.2104	10.7313	1.45265	L0.000479228	10.853	1.56549	4.90794	1.39701	0.232067	0.10157	2.02277	0.386146
11.0505	1.55127	4.95928	1.25245	11.4783	1.42876	R0	11.0979	1.637	4.8844	1.46213	0.229405	0.101222	1.99858	0.382891
11.3891	1.61019	5.12254	1.28603	11.587	1.61462	L0.00275304	11.3416	1.71179	4.85948	1.52832	0.226837	0.101231	1.97561	0.380212
11.6445	1.6754	5.11224	1.32637	11.4763	1.53917	R0	11.584	1.78992	4.83313	1.59551	0.224429	0.101552	1.95349	0.37805
11.8611	1.74587	5.02837	1.37407	11.7788	1.74591	L0.000479903	11.8251	1.87144	4.80531	1.66366	0.221987	0.102147	1.93195	0.37631
